Column1,Country,Year,Session number,Vote,Overall vote result,Month,Text_number,In favour,Against,Abstaining,Text title,Type,Topic,Main sponsors,Spochina,OIC,EU,WEOG,LMG,AfrU,G7,G20,Chinainfav,Chinagainst,ODI_MOFCOM,BU_ODA,AEI_FDI,FT_ODI
4049,Peru,2019,HRC-42,In favour,In favour,SEP,42/26,23,11,13,Situation of human rights in Burundi,Country - Situations,Burundi,Finland (European Union),0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4050,Peru,2019,HRC-42,In favour,In favour,SEP,42/27,27,6,13,The human rights situation in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Morocco, Netherlands, Qatar, Turkey, United Kingdom",0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4051,Peru,2019,HRC-42,In favour,In favour,SEP,42/28,36,0,11,"Cooperation with the United Nations, its representatives and mechanisms in the field of human rights",Institutional/Procedural,Cooperation,"Fiji, Ghana, Hungary, Ireland, Uruguay",0,0,0,0,0,0,0,0,0,0,1398.94,,3930,725.9
4191,Philippines,2019,HRC-40,Abstaining,In favour,MAR,40/02,23,3,21,Promotion and protection of human rights in Nicaragua,Country - Situations,Nicaragua,"Argentina, Brazil, Canada, Chile, Colombia, Costa Rica, Ecuador, Paraguay, Peru",0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4192,Philippines,2019,HRC-40,In favour,In favour,MAR,40/03,27,15,5,The negative impact of unilateral coercive measures on the enjoyment of human rights,Thematic - Cross-Cutting/Other,Unilateral Coercive Measures,"Venezuela (Bolivarian Republic of) (NAM except Colombia, Ecuador and Peru)",0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4193,Philippines,2019,HRC-40,In favour,In favour,MAR,40/04,31,2,14,"The negative impact of the non-repatriation of funds of illicit origin to the countries of origin on the enjoyment of human rights, and the importance of improving international cooperation",Thematic - Cross-Cutting/Other,Non-Repatriation of Funds,Angola (African Group),0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4194,Philippines,2019,HRC-40,In favour,In favour,MAR,40/13,23,8,15,"Ensuring accountability and justice for all violations of international law in the Occupied Palestinian Territory, including East Jerusalem",Country - Situations,Occupied Palestinian Territory,Pakistan (OIC),0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4195,Philippines,2019,HRC-40,Abstaining,In favour,MAR,40/17,28,5,14,The human rights situation in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Morocco, Netherlands, Qatar, Turkey, United Kingdom",0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4196,Philippines,2019,HRC-40,Abstaining,In favour,MAR,40/18,22,7,18,Situation of human rights in the Islamic Republic of Iran,Country - Situations,Islamic Republic of Iran,"Moldova, North Macedonia, Sweden, United Kingdom",0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4197,Philippines,2019,HRC-40,In favour,In favour,MAR,40/21,26,16,5,Human rights in the occupied Syrian Golan,Country - Situations,Syrian Golan,Pakistan (OIC),0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4198,Philippines,2019,HRC-40,In favour,In favour,MAR,40/22,41,3,2,Right of the Palestinian people to self-determination,Country - Situations,Palestine,Pakistan (OIC),0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4199,Philippines,2019,HRC-40,In favour,In favour,MAR,40/23,39,3,5,"Human rights situation in the Occupied Palestinian Territory, including East Jerusalem",Country - Situations,Occupied Palestinian Territory,Pakistan (OIC),0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4200,Philippines,2019,HRC-40,In favour,In favour,MAR,40/24,32,5,10,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan",Country - Situations,Occupied Palestinian Territory,Pakistan (OIC),0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4201,Philippines,2019,HRC-41,Against,In favour,JUN,41/01,21,13,13,Situation of human rights in Eritrea,Country - Situations,Eritrea,"Australia, Austria, Belgium, France, Germany, Netherlands",0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4202,Philippines,2019,HRC-41,Against,In favour,JUN,41/02,18,14,15,Promotion and protection of human rights in the Philippines,Country - Situations,Philippines,Iceland,0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4203,Philippines,2019,HRC-41,In favour,In favour,JUN,41/03,28,14,5,Enhancement of international cooperation in the field of human rights,Thematic - Cross-Cutting/Other,international cooperation,"Venezuela (Bolivarian Republic of) (NAM, except Chile, Colombia, Ecuador, Honduras, Peru)",0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4204,Philippines,2019,HRC-41,In favour,In favour,JUN,41/04,32,13,2,Promotion of the right to peace,Thematic - Cross-Cutting/Other,Peace,Cuba,0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4205,Philippines,2019,HRC-41,In favour,In favour,JUN,41/05,32,14,1,Human rights and international solidarity,Thematic - Cross-Cutting/Other,International Solidarity,Cuba,0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4206,Philippines,2019,HRC-41,In favour,In favour,JUN,41/18,27,12,7,Mandate of the Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity,Thematic - Groups in Focus,SOGI - Sexual Orientation and Gender Identity,"Argentina, Brazil, Chile, Colombia, Costa Rica, Mexico, Uruguay",0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4207,Philippines,2019,HRC-41,In favour,In favour,JUN,41/19,33,13,0,The contribution of development to the enjoyment of all human rights,"Thematic - Economic, Social and Cultural Rights",Development,China,1,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4208,Philippines,2019,HRC-41,Against,In favour,JUN,41/22,20,6,21,The situation of human rights in Belarus,Country - Situations,Belarus,Finland (European Union),0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4209,Philippines,2019,HRC-41,Against,In favour,JUN,41/25,20,5,22,Cooperation with and assistance to Ukraine in the field of human rights,Country - Technical Support/Capacity Building,Ukraine,Ukraine,0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4210,Philippines,2019,S-41,Against,In favour,JUN,41/23,26,7,14,The human rights situation in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Morocco, Netherlands, Qatar, Turkey, United Kingdom",0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4211,Philippines,2019,HRC-42,In favour,In favour,SEP,42/01,30,13,4,Composition of staff of the Office of the United Nations High Commissioner for Human Rights,Institutional/Procedural,Office of the High Commissioner for Human Rights,Cuba,0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4212,Philippines,2019,HRC-42,Against,In favour,SEP,42/02,22,12,11,Human rights situation in Yemen,Country - Situations,Yemen,"Belgium, Canada, Ireland, Luxembourg, Netherlands",0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4213,Philippines,2019,HRC-42,Against,In favour,SEP,42/03,37,2,7,Situation of human rights of Rohingya Muslims and other minorities in Myanmar,Country - Situations,Myanmar,"Finland (European Union), Pakistan (Organisation of Islamic Cooperation))",0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4214,Philippines,2019,HRC-42,In favour,In favour,SEP,42/04,18,6,23,Strengthening cooperation and technical assistance in the field of human rights in the Bolivarian Republic of Venezuela,Country - Technical Support/Capacity Building,Venezuela (Bolivarian Republic of),Iran (Islamic Republic of) and Russian Federation,0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4215,Philippines,2019,HRC-42,In favour,In favour,SEP,42/08,25,14,8,Promotion of a democratic and equitable international order,Thematic - Cross-Cutting/Other,Democratic and Equitable International Order,Cuba,0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4216,Philippines,2019,HRC-42,In favour,In favour,SEP,42/09,29,14,4,The use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination,Thematic - Civil and Political Rights,Mercenaries,Cuba,0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4217,Philippines,2019,HRC-42,In favour,In favour,SEP,42/23,27,13,7,The right to development,"Thematic - Economic, Social and Cultural Rights",Development,"Venezuela (Bolivarian Republic of) (NAM, except Chile, Colombia, Ecuador, Honduras, Peru)",0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4218,Philippines,2019,HRC-42,Abstaining,In favour,SEP,42/24,26,14,6,The question of the death penalty,Thematic - Civil and Political Rights,Death Penalty,"Belgium, Benin, Costa Rica, France, Mexico, Republic of Moldova, Mongolia, Switzerland",0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4219,Philippines,2019,HRC-42,Against,In favour,SEP,42/25,19,7,21,Situation of human rights in the Bolivarian Republic of Venezuela,Country - Situations,Venezuela (Bolivarian Republic of),"Argentina, Brazil, Canada, Chile, Colombia, Guatemala, Guyana, Honduras, Paraguay, Peru",0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4220,Philippines,2019,HRC-42,Against,In favour,SEP,42/26,23,11,13,Situation of human rights in Burundi,Country - Situations,Burundi,Finland (European Union),0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4221,Philippines,2019,HRC-42,Against,In favour,SEP,42/27,27,6,13,The human rights situation in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Morocco, Netherlands, Qatar, Turkey, United Kingdom",0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4222,Philippines,2019,HRC-42,Abstaining,In favour,SEP,42/28,36,0,11,"Cooperation with the United Nations, its representatives and mechanisms in the field of human rights",Institutional/Procedural,Cooperation,"Fiji, Ghana, Hungary, Ireland, Uruguay",0,0,0,0,0,0,0,0,0,0,664.09,2000,2160,10.2
4538,Qatar,2019,HRC-40,Abstaining,In favour,MAR,40/02,23,3,21,Promotion and protection of human rights in Nicaragua,Country - Situations,Nicaragua,"Argentina, Brazil, Canada, Chile, Colombia, Costa Rica, Ecuador, Paraguay, Peru",0,1,0,0,0,0,0,0,0,0,458.92,,,
4539,Qatar,2019,HRC-40,In favour,In favour,MAR,40/03,27,15,5,The negative impact of unilateral coercive measures on the enjoyment of human rights,Thematic - Cross-Cutting/Other,Unilateral Coercive Measures,"Venezuela (Bolivarian Republic of) (NAM except Colombia, Ecuador and Peru)",0,1,0,0,0,0,0,0,0,0,458.92,,,
4540,Qatar,2019,HRC-40,In favour,In favour,MAR,40/04,31,2,14,"The negative impact of the non-repatriation of funds of illicit origin to the countries of origin on the enjoyment of human rights, and the importance of improving international cooperation",Thematic - Cross-Cutting/Other,Non-Repatriation of Funds,Angola (African Group),0,1,0,0,0,0,0,0,0,0,458.92,,,
4541,Qatar,2019,HRC-40,In favour,In favour,MAR,40/13,23,8,15,"Ensuring accountability and justice for all violations of international law in the Occupied Palestinian Territory, including East Jerusalem",Country - Situations,Occupied Palestinian Territory,Pakistan (OIC),0,1,0,0,0,0,0,0,0,0,458.92,,,
4542,Qatar,2019,HRC-40,In favour,In favour,MAR,40/17,28,5,14,The human rights situation in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Morocco, Netherlands, Qatar, Turkey, United Kingdom",0,1,0,0,0,0,0,0,0,0,458.92,,,
4543,Qatar,2019,HRC-40,Abstaining,In favour,MAR,40/18,22,7,18,Situation of human rights in the Islamic Republic of Iran,Country - Situations,Islamic Republic of Iran,"Moldova, North Macedonia, Sweden, United Kingdom",0,1,0,0,0,0,0,0,0,0,458.92,,,
4544,Qatar,2019,HRC-40,In favour,In favour,MAR,40/21,26,16,5,Human rights in the occupied Syrian Golan,Country - Situations,Syrian Golan,Pakistan (OIC),0,1,0,0,0,0,0,0,0,0,458.92,,,
4545,Qatar,2019,HRC-40,In favour,In favour,MAR,40/22,41,3,2,Right of the Palestinian people to self-determination,Country - Situations,Palestine,Pakistan (OIC),0,1,0,0,0,0,0,0,0,0,458.92,,,
4546,Qatar,2019,HRC-40,In favour,In favour,MAR,40/23,39,3,5,"Human rights situation in the Occupied Palestinian Territory, including East Jerusalem",Country - Situations,Occupied Palestinian Territory,Pakistan (OIC),0,1,0,0,0,0,0,0,0,0,458.92,,,
4547,Qatar,2019,HRC-40,In favour,In favour,MAR,40/24,32,5,10,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan",Country - Situations,Occupied Palestinian Territory,Pakistan (OIC),0,1,0,0,0,0,0,0,0,0,458.92,,,
4548,Qatar,2019,HRC-41,Abstaining,In favour,JUN,41/01,21,13,13,Situation of human rights in Eritrea,Country - Situations,Eritrea,"Australia, Austria, Belgium, France, Germany, Netherlands",0,1,0,0,0,0,0,0,0,0,458.92,,,
4549,Qatar,2019,HRC-41,Against,In favour,JUN,41/02,18,14,15,Promotion and protection of human rights in the Philippines,Country - Situations,Philippines,Iceland,0,1,0,0,0,0,0,0,0,0,458.92,,,
4550,Qatar,2019,HRC-41,In favour,In favour,JUN,41/03,28,14,5,Enhancement of international cooperation in the field of human rights,Thematic - Cross-Cutting/Other,international cooperation,"Venezuela (Bolivarian Republic of) (NAM, except Chile, Colombia, Ecuador, Honduras, Peru)",0,1,0,0,0,0,0,0,0,0,458.92,,,
4551,Qatar,2019,HRC-41,In favour,In favour,JUN,41/04,32,13,2,Promotion of the right to peace,Thematic - Cross-Cutting/Other,Peace,Cuba,0,1,0,0,0,0,0,0,0,0,458.92,,,
4552,Qatar,2019,HRC-41,In favour,In favour,JUN,41/05,32,14,1,Human rights and international solidarity,Thematic - Cross-Cutting/Other,International Solidarity,Cuba,0,1,0,0,0,0,0,0,0,0,458.92,,,
4553,Qatar,2019,HRC-41,Against,In favour,JUN,41/18,27,12,7,Mandate of the Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity,Thematic - Groups in Focus,SOGI - Sexual Orientation and Gender Identity,"Argentina, Brazil, Chile, Colombia, Costa Rica, Mexico, Uruguay",0,1,0,0,0,0,0,0,0,0,458.92,,,
4554,Qatar,2019,HRC-41,In favour,In favour,JUN,41/19,33,13,0,The contribution of development to the enjoyment of all human rights,"Thematic - Economic, Social and Cultural Rights",Development,China,1,1,0,0,0,0,0,0,0,0,458.92,,,
4555,Qatar,2019,HRC-41,Abstaining,In favour,JUN,41/22,20,6,21,The situation of human rights in Belarus,Country - Situations,Belarus,Finland (European Union),0,1,0,0,0,0,0,0,0,0,458.92,,,
4556,Qatar,2019,HRC-41,Abstaining,In favour,JUN,41/25,20,5,22,Cooperation with and assistance to Ukraine in the field of human rights,Country - Technical Support/Capacity Building,Ukraine,Ukraine,0,1,0,0,0,0,0,0,0,0,458.92,,,
4557,Qatar,2019,S-41,In favour,In favour,JUN,41/23,26,7,14,The human rights situation in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Morocco, Netherlands, Qatar, Turkey, United Kingdom",0,1,0,0,0,0,0,0,0,0,458.92,,,
4558,Qatar,2019,HRC-42,In favour,In favour,SEP,42/01,30,13,4,Composition of staff of the Office of the United Nations High Commissioner for Human Rights,Institutional/Procedural,Office of the High Commissioner for Human Rights,Cuba,0,1,0,0,0,0,0,0,0,0,458.92,,,
4559,Qatar,2019,HRC-42,In favour,In favour,SEP,42/02,22,12,11,Human rights situation in Yemen,Country - Situations,Yemen,"Belgium, Canada, Ireland, Luxembourg, Netherlands",0,1,0,0,0,0,0,0,0,0,458.92,,,
4560,Qatar,2019,HRC-42,In favour,In favour,SEP,42/03,37,2,7,Situation of human rights of Rohingya Muslims and other minorities in Myanmar,Country - Situations,Myanmar,"Finland (European Union), Pakistan (Organisation of Islamic Cooperation))",0,1,0,0,0,0,0,0,0,0,458.92,,,
4561,Qatar,2019,HRC-42,In favour,In favour,SEP,42/04,18,6,23,Strengthening cooperation and technical assistance in the field of human rights in the Bolivarian Republic of Venezuela,Country - Technical Support/Capacity Building,Venezuela (Bolivarian Republic of),Iran (Islamic Republic of) and Russian Federation,0,1,0,0,0,0,0,0,0,0,458.92,,,
4562,Qatar,2019,HRC-42,In favour,In favour,SEP,42/08,25,14,8,Promotion of a democratic and equitable international order,Thematic - Cross-Cutting/Other,Democratic and Equitable International Order,Cuba,0,1,0,0,0,0,0,0,0,0,458.92,,,
4563,Qatar,2019,HRC-42,In favour,In favour,SEP,42/09,29,14,4,The use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination,Thematic - Civil and Political Rights,Mercenaries,Cuba,0,1,0,0,0,0,0,0,0,0,458.92,,,
4564,Qatar,2019,HRC-42,In favour,In favour,SEP,42/23,27,13,7,The right to development,"Thematic - Economic, Social and Cultural Rights",Development,"Venezuela (Bolivarian Republic of) (NAM, except Chile, Colombia, Ecuador, Honduras, Peru)",0,1,0,0,0,0,0,0,0,0,458.92,,,
4565,Qatar,2019,HRC-42,Against,In favour,SEP,42/24,26,14,6,The question of the death penalty,Thematic - Civil and Political Rights,Death Penalty,"Belgium, Benin, Costa Rica, France, Mexico, Republic of Moldova, Mongolia, Switzerland",0,1,0,0,0,0,0,0,0,0,458.92,,,
4566,Qatar,2019,HRC-42,Abstaining,In favour,SEP,42/25,19,7,21,Situation of human rights in the Bolivarian Republic of Venezuela,Country - Situations,Venezuela (Bolivarian Republic of),"Argentina, Brazil, Canada, Chile, Colombia, Guatemala, Guyana, Honduras, Paraguay, Peru",0,1,0,0,0,0,0,0,0,0,458.92,,,
4567,Qatar,2019,HRC-42,Abstaining,In favour,SEP,42/26,23,11,13,Situation of human rights in Burundi,Country - Situations,Burundi,Finland (European Union),0,1,0,0,0,0,0,0,0,0,458.92,,,
4568,Qatar,2019,HRC-42,In favour,In favour,SEP,42/27,27,6,13,The human rights situation in the Syrian Arab Republic,Country - Situations,Syrian Arab Republic,"France, Germany, Italy, Jordan, Kuwait, Morocco, Netherlands, Qatar, Turkey, United Kingdom",0,1,0,0,0,0,0,0,0,0,458.92,,,
4569,Qatar,2019,HRC-42,Abstaining,In favour,SEP,42/28,36,0,11,"Cooperation with the United Nations, its representatives and mechanisms in the field of human rights",Institutional/Procedural,Cooperation,"Fiji, Ghana, Hungary, Ireland, Uruguay",0,1,0,0,0,0,0,0,0,0,458.92,,,
4809,Saudi Arabia,2019,HRC-40,Abstaining,In favour,MAR,40/02,23,3,21,Promotion and protection of human rights in Nicaragua,Country - Situations,Nicaragua,"Argentina, Brazil, Canada, Chile, Colombia, Costa Rica, Ecuador, Paraguay, Peru",0,1,0,0,1,0,0,1,0,0,2527.73,,960,1350.9
4810,Saudi Arabia,2019,HRC-40,In favour,In favour,MAR,40/03,27,15,5,The negative impact of unilateral coercive measures on the enjoyment of human rights,Thematic - Cross-Cutting/Other,Unilateral Coercive Measures,"Venezuela (Bolivarian Republic of) (NAM except Colombia, Ecuador and Peru)",0,1,0,0,1,0,0,1,0,0,2527.73,,960,1350.9
